t	v	dv
8.825786423730140484e+01 2.213561276240399422e+01 6.934388788836207240e+00
8.849584011762880209e+01 2.359184859558909864e+01 3.897909000592987727e+00
8.900936371490966792e+01 3.187980885989028224e+01 6.166892833470281055e+00
8.916116045675389046e+01 4.146994346493407591e+01 8.076969466078709914e+00
8.925827689034289847e+01 4.491491936865156909e+00 3.486658152254911158e+00
8.933554952285652462e+01 2.160491883627799581e+01 4.863610074723177412e+00
9.000720801087729228e+01 1.292610770072001714e+01 7.913657716971547629e+00
9.008342852987287586e+01 3.144822465645108878e+01 6.710399259190032772e+00
9.017563043091185193e+01 2.270120151777319251e+01 5.238133675820694002e+00
9.024075046226354857e+01 -2.200114115739808085e+01 5.191245326222723833e+00
9.033526397514471284e+01 -7.135139377689889706e+00 7.366831709218933710e+00
9.049341248685016126e+01 -4.179096065929951642e+00 3.091766846964522308e+00
9.108094261623413956e+01 1.782698273882397899e+01 6.092271913908113845e+00
9.116896853305026127e+01 1.607496338791315083e+01 4.966384490581988942e+00
9.133320626563754274e+01 2.806789989175966227e+00 3.033416574977632063e+00
9.142468052817469015e+01 2.229733594743071379e+01 5.831093437588332762e+00
9.207428741310738474e+01 1.258628232298923777e+01 8.263294913348284254e+00
9.225941281807288874e+01 -8.778298205822292033e+00 7.368940995858666021e+00
9.233828410104104023e+01 9.897213542155228083e+00 3.912613856797439560e+00
9.241768320109216006e+01 -5.686852198212713816e+00 9.445844336380059048e+00
9.300375750516775497e+01 3.971670469620215194e+00 4.541343561781850724e+00
9.308749917577846134e+01 9.638405085256737337e+00 2.872800249220466728e+00
9.316991601402267520e+01 -6.846389428520399889e+00 5.689319485392191567e+00
9.326001574986371168e+01 5.127798330639045332e+00 7.558673392447325945e+00
9.334138769918293121e+01 3.284858856544543926e+01 7.862700642342799640e+00
9.400729334137956528e+01 2.474051440714750782e+01 9.670413502433570230e+00
9.408219308359072386e+01 1.744777689751410676e+01 9.582604981885049611e+00
9.424823541851344544e+01 1.224679096175339543e+00 3.634926104807517433e+00
9.441537933945460281e+01 1.158617597649357478e+01 7.014246781662291319e+00
9.525198322189396549e+01 -1.560564694372119376e+01 9.372108087313469227e+00
9.532607460005998234e+01 -1.345017011611973778e+01 5.849589372905326101e+00
9.549890072365505489e+01 1.736902366243861096e+01 4.333840753829382386e+00
9.607774900035744281e+01 7.495319000708301260e+00 2.590024681908301929e+00
9.617091579777610377e+01 1.764927505073081804e+01 9.982173251431607497e+00
9.624611456645578755e+01 7.322670855575722726e+00 3.521482666124922112e+00
9.649034786242060591e+01 2.093850612754014406e+01 8.295814156956311081e+00
9.700147740456016265e+01 2.787432757891079405e+01 8.048334866947747912e+00
9.715656996985305227e+01 1.358015985927348623e+01 8.136310490572151721e+00
9.726019498873145608e+01 -9.828838090554762985e+00 6.553965594004552031e+00
9.742024358486348490e+01 2.844618126507197431e+01 5.795348602914806690e+00
9.816113477795479980e+01 1.143556975986944302e+01 8.137106696547343532e+00
9.840770641275749142e+01 3.440234550060999208e+00 6.763774515799523712e+00
9.908852536717556347e+01 1.028772420656387254e+01 5.681553778723164250e+00
9.916739969425042034e+01 8.209128120125363637e+00 4.000490620501998329e+00
9.933226963258667297e+01 -3.214916470823664696e+01 9.991137872509005646e+00
9.942056003356010763e+01 2.995398476463282833e+01 9.608011866265172785e+00
1.001742668470304665e+02 4.709046368537821436e-01 7.542933004225977456e+00
1.002418518790912145e+02 -4.346265308362357871e+01 9.989690522603261513e+00
1.003432579042889898e+02 -1.733433974755876150e+01 5.510336111470889975e+00
1.004075156840268193e+02 -7.270515824176860598e+00 7.721694102092415690e+00
1.010100611944527742e+02 4.355984610212910724e+00 6.719211613347089163e+00
1.010875417587848233e+02 -2.749314534954545763e+01 9.774461937911322451e+00
1.012499540257808519e+02 -2.527915705967913595e+00 9.305594537969440694e+00
1.014253740165672610e+02 5.904513189785603799e+00 2.895962649050984439e+00
1.020023245005048693e+02 -6.871718486025212513e+00 3.945581720003374926e+00
1.020758897314564280e+02 4.202802611871280902e+00 8.406830894949916200e+00
1.021662624662380665e+02 2.455079970094946873e+01 8.503173383972658428e+00
1.023277619162651177e+02 3.770885666776496947e+01 6.680906241712501803e+00
1.024097567883418947e+02 1.851853195817560049e+01 4.677334103874358107e+00
1.031616031738844868e+02 1.164587219507896165e+01 2.679779622436796238e+00
1.032573845466813509e+02 8.700754053625733064e+00 7.561765368813845534e+00
1.033428675392796663e+02 1.568266438995677703e+01 3.452032171005752215e+00
1.034093876457250616e+02 7.690470471033468591e+00 5.891428987714886212e+00
1.040831019596471663e+02 2.477841055326415187e+01 3.503954526945723735e+00
1.041624114836866966e+02 7.688984881147764128e+00 6.360629336647745546e+00
1.042453690865336711e+02 1.887335025659846011e+01 4.383079971765999616e+00
1.043295464576366527e+02 2.883756058706816816e+01 2.720540228808416838e+00
1.044144969877898035e+02 2.024422612093493967e+01 2.698459495383608520e+00
1.050068624968831728e+02 3.118513865801072171e+01 6.536424692191371122e+00
1.050850054766976172e+02 2.128537304948312681e+01 6.067207743369395168e+00
1.051676609999986738e+02 2.098592497117864397e+01 8.121864910623383338e+00
1.053372296901422658e+02 2.005741691986560582e+01 6.581034043167006686e+00
1.054258897347191350e+02 3.799494926667203565e+00 2.760243331605844563e+00
1.054940566568944433e+02 4.419582068946713349e+00 6.783690889283480630e+00
1.060789031053312073e+02 1.966852037476980897e+00 3.409122322314594999e+00
1.062464995658754816e+02 2.092753367680137977e+00 7.936180678213784034e+00
1.063353397818437003e+02 1.239080389126319481e+01 3.169801127406643992e+00
1.064243768675759725e+02 4.575527244434572260e+00 5.201646787357907087e+00
1.071598147986729828e+02 1.575551841048739732e+01 4.601409607029188997e+00
1.072543677163678240e+02 3.246377007419233074e+00 5.576221270008099751e+00
1.073294923233187319e+02 -4.509355333400856480e+00 2.604976982258713214e+00
1.074066533161673362e+02 -3.851988639880827847e-01 3.261264175771979801e+00
1.074951776305684206e+02 1.361219537418726588e+01 2.800225151574464721e+00
1.080087653984494409e+02 -1.664881426362199690e+01 7.408609253020555840e+00
1.080783057464827408e+02 1.492975776888688344e+01 8.891825758792467838e+00
1.082405739107792897e+02 -1.781975819536561545e+01 6.779197024689348261e+00
1.083338074496659686e+02 1.363183507390496541e+00 5.080676016689848140e+00
1.084075155789968932e+02 1.482187541416207566e+01 7.843274234586057325e+00
1.084910784652300464e+02 1.981654454588507974e+01 5.434147750250645004e+00
1.090856576619791838e+02 1.355738977605313522e+01 8.131113250465544340e+00
1.091737282190045590e+02 1.086712756081567477e+00 8.110870390718897482e+00
1.092438672624815439e+02 2.592260392822528559e+01 8.787963802863934859e+00
1.093306736325323669e+02 -8.340326646227703478e+00 6.259106961930215540e+00
1.094931375027090894e+02 9.005454863235451413e-01 9.183623058976992937e+00
1.103278325627319418e+02 -1.322538394529707872e+01 9.429773223133087967e+00
1.104124383614627902e+02 1.372071985800462102e+01 6.692523090499262750e+00
1.110088889018310709e+02 1.318430839486731720e+01 5.012581166039796976e+00
1.110819154525737105e+02 3.867938836407595460e+01 7.882312123890226729e+00
1.111722081835144849e+02 7.642016650388423926e+00 6.729086523279943499e+00
1.112585521019777559e+02 -2.965222404475551343e+01 9.968783396103406247e+00
1.120074910529109928e+02 1.957552268760120739e+01 7.745997735975784337e+00
1.120781597828956677e+02 7.924834973217476985e+00 3.920868376746136974e+00
1.121586919513847249e+02 -5.275408491554069101e+00 8.597770610998525243e+00
1.122441709185867751e+02 -7.242564938446003353e-01 3.735712969490271540e+00
1.123368339114108778e+02 9.681287428048413801e+00 5.080150273538109218e+00
1.130002229259915509e+02 1.383303575752833936e+01 4.016203909507533254e+00
1.130812924966116526e+02 6.248071442516669904e+00 7.120700042622189585e+00
1.131695474353989255e+02 2.135153718409780854e+00 3.585601172964564931e+00
1.132454412319850121e+02 2.159794977696503437e+01 4.766986705566953475e+00
1.133311533085721265e+02 2.533670189560077191e+01 6.719855348787996618e+00
1.134080744130794471e+02 -3.902455139868290956e+01 7.643828160609199784e+00
1.140006076744871706e+02 -8.359730903021018733e+00 7.662351076620868007e+00
1.140932935933898307e+02 -2.773475444743700891e+00 8.509623003669107177e+00
1.141602430222510236e+02 1.097895708416626448e+01 3.653073492303730241e+00
1.143362435041766219e+02 2.865531757341361896e+01 9.735369852908231536e+00
1.144170596727714155e+02 1.429254562535763107e+01 4.090681649563596700e+00
1.150017521928201774e+02 -3.245190562832727110e-01 8.796949160124505340e+00
1.150921309715597260e+02 2.517012383951816190e+01 8.414684839632533553e+00
1.151678336403826819e+02 7.096870528315196935e+00 8.074442333473747624e+00
1.152556423991748602e+02 1.056921912238460592e+01 4.274591040946252640e+00
1.160004439151353637e+02 -9.627196268742745033e+00 6.427031143343269193e+00
1.160874811538303959e+02 1.809655073874950304e+01 7.092496414765838253e+00
1.161616092871731922e+02 -2.706778876422805524e+01 8.537145798231676963e+00
1.162469378605259323e+02 2.128441324843862503e+01 7.917531896634908861e+00
1.171714019376574925e+02 1.225298194953591491e+01 5.920045353091699880e+00
1.172504161621983059e+02 1.228714925171454198e+01 3.864138474807496948e+00
1.174924607849081042e+02 2.685572140207332126e+01 4.650878003289604656e+00
1.180838234512235516e+02 1.113118189743657105e+01 4.260618384043931783e+00
1.181635365297868105e+02 5.214339384581970549e+00 4.374552988561931421e+00
1.182409553110891807e+02 7.499219137098554810e+00 5.478240234619614846e+00
1.184921767527008427e+02 9.122052957438958387e+00 5.673360997445029419e+00
1.190742598710563698e+02 6.294504054589836528e+00 6.155620886576281592e+00
1.192585749455540451e+02 1.970636196340795010e+01 4.508248852914086058e+00
1.193314114569020745e+02 1.309387076075188183e+01 7.179794122537095369e+00
1.200877217041702210e+02 1.072781924608097093e+01 3.826983626577791231e+00
1.201696944378728347e+02 5.779273623626178136e+00 8.453378571799277097e+00
1.202433714966483507e+02 1.510954807733490668e+01 5.083777731410082268e+00
1.204199297626126111e+02 1.855708213557780084e+01 3.942970901035417697e+00
1.210903589455027145e+02 -1.766079127586101194e+00 9.514366486647439558e+00
1.211655344583702885e+02 -8.302425628703407057e-01 8.512696839607139410e+00
1.212543132788774329e+02 -1.768422642544473433e+01 6.845933903134898912e+00
1.220870666222288463e+02 -9.635969622976148230e-01 5.194707451114354058e+00
1.223265699567211868e+02 5.200125573839634363e+00 4.146593461193707419e+00
1.224136532409863491e+02 -1.380651703935579455e+00 6.548614686118627404e+00
1.230873499087290384e+02 2.318007813046139898e+00 4.237853693359641127e+00
1.231609815761821380e+02 -9.774977593916105434e+00 5.944911546111462997e+00
1.232408616398522838e+02 2.292548071411096444e+01 6.694593695094413377e+00
1.233233933980338293e+02 -8.791644117947772230e+00 4.668245239373516320e+00
1.234085757813890609e+02 6.887331581858378904e+00 3.234296806703991667e+00
1.240935973002515453e+02 1.648315158226604638e+01 9.620654451171899879e+00
1.241709578366322120e+02 6.598944402264803610e-01 3.922494941093246368e+00
1.242423872697418830e+02 1.992938763711835648e+01 5.113541528372723910e+00
1.243253328454957654e+02 -6.488044495963054104e+00 4.956623995417914763e+00
1.244252113478621311e+02 2.202649109284248041e+01 6.016780058454541447e+00
1.250752561792596680e+02 2.818871709645235146e+00 9.371528888659367951e+00
1.251695524966956441e+02 -4.035443705273976001e+00 7.078015290778619573e+00
1.252425902293963276e+02 -3.953982671071707422e+00 9.120261029696234090e+00
1.253336538513409835e+02 -5.400436835960795712e+00 9.426424015797245204e+00
1.260082175980358983e+02 1.442032717516984253e+00 3.291751710980465262e+00
1.260737247915473773e+02 -1.675677817749089726e+01 4.852840666518138057e+00
1.262580666616929790e+02 1.335191172712974428e+01 5.665976659407618854e+00
1.263348515841314423e+02 3.824062743858430924e+00 9.133606049829834816e+00
1.264245946448469198e+02 -1.445278365172833723e+01 9.447658814428992358e+00
1.270045070001995811e+02 -6.173069990095439330e+00 3.662951046665749999e+00
1.270802958540795089e+02 5.132617083552474924e+00 8.931870119322255164e+00
1.271618278509003233e+02 -1.308476329627485590e+01 6.325849264105276148e+00
1.272440796117752200e+02 -8.724471592100180306e-01 8.867087504583782476e+00
1.273407746058607160e+02 3.153166240620441929e+00 4.711540300168454820e+00
1.274258871049807453e+02 2.523120534633518375e+01 4.844232170831229922e+00
1.274990073669907957e+02 1.645248183598470604e+01 6.580861243538944194e+00
1.281612223433561724e+02 6.327678366163169699e-02 9.353665466954559804e+00
1.283296675743933122e+02 -1.013448284481889772e+01 5.712473116600622625e+00
1.284211974764711499e+02 -5.175568939728021345e-01 4.951973959014312143e+00
1.291642579425725899e+02 1.038356894818011078e-01 6.951960677079539686e+00
1.292484843967847041e+02 1.970934664038860262e+01 6.464566452425040133e+00
1.294102731017933365e+02 3.711578387686301994e+00 7.757752910700722815e+00
1.300794134667707169e+02 3.226667809562481448e+00 3.136413798706413125e+00
1.301686240313437963e+02 2.374988295522140902e+01 7.790887582891999230e+00
1.302573736395501953e+02 1.385391609622916675e+01 6.063968639639870872e+00
1.310920685388579159e+02 7.165362664017221661e+00 9.080403317024622112e+00
1.311628687523615326e+02 7.155805956110789623e+00 4.273561478509212641e+00
1.312425981708684901e+02 8.033796613227158545e+00 3.951836470833378634e+00
1.313405420050646626e+02 -5.223911760196795484e+00 6.140093007273140557e+00
1.314079925169069156e+02 1.378085583045225349e+01 3.384709649551563615e+00
1.320893844528295915e+02 -2.548493219659701658e+00 4.982401606257413462e+00
1.321631125241315772e+02 -1.222536774981542784e+00 4.942347201441076976e+00
1.323377896737793264e+02 2.873763554432547096e+01 8.716837479544265577e+00
1.331763528304002193e+02 -4.854406633067343435e+00 2.741167048597263900e+00
1.332396196148647221e+02 -1.685967992098786894e-01 7.580462095570268843e+00
1.333338621338342307e+02 2.280659516080264382e+01 6.273810898537649727e+00
1.334146606248784508e+02 2.094459484402553073e+01 6.839761780082814546e+00
1.340826760493384882e+02 3.022153477955591860e+00 5.541834898659460329e+00
1.341645605208487098e+02 4.391115731230134145e+01 7.816359098710511155e+00
1.342428282401436377e+02 -1.813850922661028520e+01 8.156834342877015587e+00
1.350766767529004255e+02 1.154231235593536198e+01 3.328946340868368381e+00
1.351656735651335453e+02 -1.503162189613336253e+00 8.243990095281372277e+00
1.352478899971280555e+02 1.868193467718986867e+01 8.685547738384910232e+00
1.353282477444194853e+02 1.908325446324748853e+01 2.990804575119209829e+00
1.354180191526591841e+02 1.708032532992637798e+01 5.359497077644524765e+00
1.360732428268244405e+02 1.746084463664235997e+01 3.164883909297246056e+00
1.362436235252782240e+02 8.964927013499709219e+00 5.649861387676256008e+00
1.364249121143028844e+02 2.605413543854003677e+01 8.454690698620655809e+00
1.370798747438566352e+02 1.124908591504872035e+01 4.472947558712784044e+00
1.371694105920370532e+02 2.076213697248969225e+01 5.699955358725171450e+00
1.384131099748889255e+02 1.618701905419920450e+01 5.990938348088720389e+00
1.390866616772636917e+02 1.336937707224430483e+01 8.295547609258415278e+00
1.391663364101914908e+02 6.748043204488951119e+00 3.481981617928783024e+00
1.392537889892534793e+02 3.399149187011006035e+01 8.278974247789459895e+00
1.393351942488168902e+02 1.173196376209669367e+01 8.057055536230864234e+00
1.394119337523647459e+02 1.499259108669862250e+01 7.217064403630899960e+00
1.400808031993379359e+02 -5.288409436697651955e+00 9.633238251778372785e+00
1.401651328986132796e+02 1.293630980169912847e+00 9.654969240712937051e+00
1.402491640320191664e+02 2.287199054115832197e+01 7.839578573942148410e+00
1.403283635219341079e+02 5.137295215004709092e+00 7.262691924152086642e+00
1.404952288145602779e+02 7.011627950130090881e+00 2.648081907842720906e+00
1.410735011907604814e+02 6.118334646379225639e+00 7.685810795990562383e+00
1.411571330503213062e+02 -2.590482575552446320e+01 7.320950937380210632e+00
1.412489196996280612e+02 -1.363344343707210360e+00 4.781221023262419045e+00
1.413348143295462478e+02 2.151444541845010860e+01 6.708073650745206784e+00
1.414260769115242056e+02 1.258166443170050108e-01 4.714063401359767091e+00
1.420012118823287324e+02 -3.812538103981560234e+00 6.865767277937655066e+00
1.420825408983026534e+02 5.717360321188191818e+00 3.345884917754331500e+00
1.421645123147697234e+02 1.319852492780977649e+01 3.612513075995189560e+00
1.422540552833458776e+02 1.729714499352474011e+00 9.757309173861054674e+00
1.423262880746524957e+02 -2.110136610223818820e+00 9.478410684278946619e+00
1.424070090698110107e+02 -3.598524026183886804e+01 9.463647030216494116e+00
1.430930475401634396e+02 1.118372941505505480e+01 3.466914063900981002e+00
1.431601912077305485e+02 3.802420448867252389e+01 8.825018831839518185e+00
1.433420207340508910e+02 -3.940562966487166641e+00 3.757075964607735408e+00
1.434124796073016341e+02 6.461695968029150805e+00 5.767007404973703011e+00
1.440924942421831076e+02 -1.421742337791719990e+00 3.572876541675820139e+00
1.441641264621455321e+02 -1.828929548977145103e-01 5.022913349229338742e+00
1.444930422334646494e+02 7.963501457513848969e+00 7.600428390516036359e+00
1.450900815941428448e+02 -8.176191124900322293e+00 5.289641451159178054e+00
1.452402985477396840e+02 -9.409148829817016946e+00 5.479499544206419159e+00
1.453393768923295966e+02 -1.367659544857147402e+01 5.295323040059831676e+00
1.454111117057210265e+02 2.229769621908524257e+01 6.154029349768888935e+00
1.460047982897511361e+02 1.328596752274943782e+01 5.881531015689262176e+00
1.461592497868097382e+02 3.616711475224970940e+00 2.526003464950531630e+00
1.462459115904621285e+02 8.874086180135654089e+00 4.006180353133676597e+00
1.463356366567082318e+02 -2.029430510089388129e+00 2.730093243433049377e+00
1.471678050772473796e+02 1.886167295845731218e+01 5.079056749392217185e+00
1.472543948835123615e+02 6.723613331488506262e+00 8.832988872678912529e+00
1.473419794417102935e+02 -6.363567862338557646e+00 3.324755684128003708e+00
1.474083690449007804e+02 1.265588543014422029e+01 6.527240790367965673e+00
1.482487146928710615e+02 2.602207309058363904e+01 9.566709514070232956e+00
1.483298890104841803e+02 3.804429689741617437e+00 5.959773286563160966e+00
1.484131266409899581e+02 3.349191594203759337e+01 9.880787277913396949e+00
1.484914318867424754e+02 -7.345673314776961504e+00 3.872282971048034206e+00
1.490911625855245006e+02 1.146556589790026592e+01 3.994669613913767847e+00
1.491669514299097443e+02 4.705507410379925481e+00 3.721703184257809216e+00
1.492579289580621662e+02 8.217617263395524674e+00 4.670583672566944067e+00
